year,state,district,candidatedem,dem_votes,candidategop,gop_votes,totalvotes,uncontested,dem_share,gop_share,dseat,vote_margin,competition,delegation_size,def_inc,open,vap,turnout,rd_auth
2024,Illinois,10,Bradley Scott Schneider,196358,Jim Carris,131025,327383,0,0.599780685,0.400219315,1,0.19956137,0.80043863,17,0,0,571999,0.572348903,5
2024,Illinois,11,Bill Foster,199825,Jerry Evans,159630,359455,0,0.555911032,0.444088968,1,0.111822064,0.888177936,17,0,0,584408,0.615075427,5
2024,Illinois,12,Brian Roberts,94875,Mike Bost,272754,367629,0,0.258072677,0.741927323,0,0.483854647,0.516145353,17,0,0,588972,0.624187567,5
2024,Illinois,13,Nikki Budzinski,191339,Joshua Loyd,137917,329256,0,0.581125325,0.418874675,1,0.16225065,0.83774935,17,0,0,582933,0.564826489,5
2024,Illinois,14,Lauren Underwood,183446,James T. “Jim” Marter,149464,332910,0,0.551037818,0.448962182,1,0.102075636,0.897924364,17,0,0,579945,0.574037193,5
2024,Illinois,15,,0.25,Mary E. Miller,0.75,1,1,0.25,0.75,0,0.5,0.5,17,0,0,584241,1.71162E-06,5
2024,Illinois,16,,0.25,Darin LaHood,0.75,1,1,0.25,0.75,0,0.5,0.5,17,0,0,583833,1.71282E-06,5
2024,Illinois,17,Eric Sorensen,170261,Joe McGraw,142567,312828,0,0.544263941,0.455736059,1,0.088527881,0.911472119,17,0,0,574156,0.544848438,5
2024,Indiana,1,Frank J. Mrvan,172467,Randy Niemeyer,145056,317523,0,0.543163802,0.456836198,1,0.086327605,0.913672395,9,0,0,587889,0.540107061,6
2024,Indiana,2,Lori A. Camp,101962,Rudy Yakym III,184848,286810,0,0.355503644,0.644496356,0,0.288992713,0.711007287,9,0,0,570340,0.502875478,6
2024,Indiana,3,Kiley M. Adolph,97871,Marlin A. Stutzman,202653,300524,0,0.325667834,0.674332166,0,0.348664333,0.651335667,9,0,1,574175,0.523401402,6
2024,Indiana,4,Derrick Holder,100091,James R. Baird,209794,309885,0,0.322994014,0.677005986,0,0.354011972,0.645988028,9,0,0,601057,0.515566743,6
2024,Indiana,5,Deborah A. Pickett,136554,Victoria Spartz,203293,339847,0,0.401810226,0.598189774,0,0.196379547,0.803620453,9,0,0,603458,0.563165954,6
2024,Indiana,6,Cynthia “Cinde” Wirth,99841,Jefferson Shreve,201357,301198,0,0.331479625,0.668520375,0,0.337040751,0.662959249,9,0,1,574642,0.524148948,6
2024,Indiana,7,André Carson,185987,John P. Schmitz,78792,264779,0,0.702423531,0.297576469,1,0.404847061,0.595152939,9,0,0,573174,0.461952217,6
2024,Indiana,8,Erik Hurt,95311,Mark Messmer,219941,315252,0,0.302332737,0.697667263,0,0.395334526,0.604665474,9,0,1,593320,0.531335536,6
2024,Indiana,9,Timothy “Tim” Peck,113400,Erin Houchin,222884,336284,0,0.337214973,0.662785027,0,0.325570054,0.674429946,9,0,0,603238,0.557464881,6
2024,Iowa,1,Christina Bohannan,206156,Mariannette Miller-Meeks,206955,413111,0,0.499032948,0.500967052,0,0.001934105,0.998065895,4,0,0,625061,0.660913095,6
2024,Iowa,2,Sarah Corkery,169740,Ashley Hinson,233340,403080,0,0.421107472,0.578892528,0,0.157785055,0.842214945,4,0,0,616884,0.653412959,6
2024,Iowa,3,Lanon Baccam,197962,Zachary Nunn,213746,411708,0,0.480831074,0.519168926,0,0.038337851,0.961662149,4,0,0,623178,0.660658752,6
2024,Iowa,4,Ryan Melton,122175,Randy Feenstra,250522,372697,0,0.32781321,0.67218679,0,0.34437358,0.65562642,4,0,0,616334,0.604699725,6
2024,Kansas,1,Paul Buskirk,93965,Tracey Mann,210493,304458,0,0.308630419,0.691369581,0,0.382739163,0.617260837,4,0,0,567557,0.536435988,7
2024,Kansas,2,Nancy Boyda,115685,Derek Schmidt,172847,288532,0,0.400943396,0.599056604,0,0.198113208,0.801886792,4,0,1,554888,0.519982411,7
2024,Kansas,3,Sharice Davids,209871,Prasanth Reddy,167570,377441,0,0.556036573,0.443963427,1,0.112073145,0.887926855,4,0,0,572421,0.659376578,7
2024,Kansas,4,Esau Freeman,106632,Ron Estes,198465,305097,0,0.349501962,0.650498038,0,0.300996077,0.699003923,4,0,0,558917,0.545871748,7
2024,Kentucky,1,Erin Marshall,85524,James Comer,252729,338253,0,0.25284033,0.74715967,0,0.494319341,0.505680659,6,0,0,584714,0.578493075,7
2024,Kentucky,2,Hank Linderman,93029,Brett Guthrie,252826,345855,0,0.268982666,0.731017334,0,0.462034668,0.537965332,6,0,0,598897,0.577486613,7
2024,Kentucky,3,Morgan McGarvey,203100,Mike Craven,124713,327813,0,0.619560542,0.380439458,1,0.239121084,0.760878916,6,0,0,571276,0.573825962,7
2024,Kentucky,4,,0.25,Thomas Massie,0.75,1,1,0.25,0.75,0,0.5,0.5,6,0,0,588804,1.69836E-06,7
2024,Kentucky,5,,0.25,Harold Rogers,0.75,1,1,0.25,0.75,0,0.5,0.5,6,0,0,576302,1.7352E-06,7
2024,Kentucky,6,Randy Cravens,130345,Andy Barr,222293,352638,0,0.369628344,0.630371656,0,0.260743312,0.739256688,6,0,0,594424,0.593243207,7
2024,Louisiana,1,Mel Manuel,85911,Steve Scalise,238842,324753,0,0.264542591,0.735457409,0,0.470914818,0.529085182,6,0,0,600918,0.540428145,6
2024,Louisiana,2,Troy A. Carter,184009,Christy Lynch,41641,225650,0,0.815461999,0.184538001,1,0.630923997,0.369076003,6,0,0,584279,0.386202482,6
2024,Louisiana,3,Priscilla Gonzalez,59834,Clay Higgins,226279,286113,0,0.209127163,0.790872837,0,0.581745674,0.418254326,6,0,0,581850,0.491729827,6
2024,Louisiana,4,,0.25,Mike Johnson,0.75,1,1,0.25,0.75,0,0.5,0.5,6,0,0,585924,1.70671E-06,6
2024,Louisiana,5,"Michael Vallien, Jr.",82981,Julia Letlow,201037,284018,0,0.292168102,0.707831898,0,0.415663796,0.584336204,6,0,0,591938,0.479810386,6
2024,Louisiana,6,Cleo Fields,150323,Elbert Guillory,111737,262060,0,0.573620545,0.426379455,1,0.14724109,0.85275891,6,0,1,565404,0.463491592,6
2024,Maine,1,Chellie Pingree,249798,Ronald C. Russell,154849,404647,0,0.617323247,0.382676753,1,0.234646494,0.765353506,2,0,0,578943,0.698941001,5
2024,Maine,2,Jared F. Golden,197151,Austin Theriault,194445,391596,0,0.503455091,0.496544909,1,0.006910183,0.993089817,2,0,0,571001,0.685806154,5
2024,Maryland,1,Blane H. Miller III,154985,Andy Harris,246356,401341,0,0.386167872,0.613832128,0,0.227664256,0.772335744,8,0,0,618524,0.64886892,7
2024,Maryland,2,"John “Johnny O” Olszewski, Jr.",223797,Kim Klacik,152079,375876,0,0.595401143,0.404598857,1,0.190802286,0.809197714,8,0,1,603972,0.622340108,7
2024,Maryland,3,Sarah Elfreth,236681,Robert J. Steinberger,151186,387867,0,0.610211748,0.389788252,1,0.220423496,0.779576504,8,0,1,602230,0.644051276,7
2024,Maryland,4,Glenn Ivey,239596,George McDermott,30454,270050,0,0.887228291,0.112771709,1,0.774456582,0.225543418,8,0,0,567616,0.475761783,7
2024,Maryland,5,Steny H. Hoyer,283619,Michelle Talkington,133985,417604,0,0.679157767,0.320842233,1,0.358315533,0.641684467,8,0,0,623721,0.66953654,7
2024,Maryland,6,April McClain Delaney,199788,Neil C. Parrott,175974,375762,0,0.531687611,0.468312389,1,0.063375222,0.936624778,8,0,1,622940,0.603207371,7
2024,Maryland,7,Kweisi Mfume,232849,Scott M. Collier,49799,282648,0,0.823812657,0.176187343,1,0.647625315,0.352374685,8,0,0,585497,0.482748844,7
2024,Maryland,8,Jamie Raskin,292101,Cheryl Riley,77821,369922,0,0.789628624,0.210371376,1,0.579257249,0.420742751,8,0,0,596832,0.61980926,7
2024,Massachusetts,1,Richard E. Neal,0.75,,0.25,1,1,0.75,0.25,1,0.5,0.5,9,0,0,623103,1.60487E-06,7
2024,Massachusetts,2,James P. McGovern,0.75,,0.25,1,1,0.75,0.25,1,0.5,0.5,9,0,0,642528,1.55635E-06,7
2024,Massachusetts,3,Lori Trahan,0.75,,0.25,1,1,0.75,0.25,1,0.5,0.5,9,0,0,606305,1.64933E-06,7
2024,Massachusetts,4,Jake Auchincloss,0.75,,0.25,1,1,0.75,0.25,1,0.5,0.5,9,0,0,616560,1.6219E-06,7
2024,Massachusetts,5,Katherine M. Clark,0.75,,0.25,1,1,0.75,0.25,1,0.5,0.5,9,0,0,621980,1.60777E-06,7
2024,Massachusetts,6,Seth Moulton,0.75,,0.25,1,1,0.75,0.25,1,0.5,0.5,9,0,0,626330,1.5966E-06,7
2024,Massachusetts,7,Ayanna Pressley,0.75,,0.25,1,1,0.75,0.25,1,0.5,0.5,9,0,0,626489,1.5962E-06,7
2024,Massachusetts,8,Stephen F. Lynch,265432,Robert G. Burke,110638,376070,0,0.70580477,0.29419523,1,0.411609541,0.588390459,9,0,0,655064,0.574096577,7
2024,Massachusetts,9,William R. Keating,251931,Dan Sullivan,193822,445753,0,0.565180717,0.434819283,1,0.130361433,0.869638567,9,0,0,641601,0.694751099,7
2024,Michigan,1,Callie Barr,180937,Jack Bergman,282264,463201,0,0.390623077,0.609376923,0,0.218753846,0.781246154,13,0,0,648980,0.713736941,2
2024,Michigan,2,Michael Lynch,135824,John R. Moolenaar,279167,414991,0,0.327293845,0.672706155,0,0.34541231,0.65458769,13,0,0,622958,0.666162085,2
2024,Michigan,3,Hillary J. Scholten,225510,Paul Hudson,183952,409462,0,0.550747078,0.449252922,1,0.101494156,0.898505844,13,0,0,600197,0.682212674,2
2024,Michigan,4,Jessica Swartz,184641,Bill Huizenga,234489,419130,0,0.440533963,0.559466037,0,0.118932074,0.881067926,13,0,0,604037,0.693881335,2
2024,Michigan,5,Libbi Urban,134282,Tim Walberg,269215,403497,0,0.332795535,0.667204465,0,0.33440893,0.66559107,13,0,0,609990,0.661481336,2
2024,Michigan,6,Debbie Dingell,281162,Heather Smiley,158658,439820,0,0.639266063,0.360733937,1,0.278532127,0.721467873,13,0,0,613744,0.716618004,2
2024,Michigan,7,Curtis Hertel,209959,Tom Barrett,226722,436681,0,0.480806355,0.519193645,0,0.03838729,0.96161271,13,0,1,623893,0.699929315,2
2024,Michigan,8,Kristen McDonald Rivet,217490,Paul Junge,189317,406807,0,0.534626985,0.465373015,1,0.069253971,0.930746029,13,0,0,603550,0.674023693,2
2024,Michigan,9,Clinton St. Mosley,138138,Lisa C. McClain,312593,450731,0,0.306475481,0.693524519,0,0.387049038,0.612950962,13,0,0,609777,0.739173501,2
2024,Michigan,10,Carl J. Marlinga,191363,John James,217437,408800,0,0.4681091,0.5318909,0,0.0637818,0.9362182,13,0,0,614877,0.664848417,2
2024,Michigan,11,Haley M. Stevens,260780,Nick Somberg,177432,438212,0,0.595100089,0.404899911,1,0.190200177,0.809799823,13,0,0,619724,0.707108326,2
2024,Michigan,12,Rashida Tlaib,253354,James D. Hooper,92490,345844,0,0.732567285,0.267432715,1,0.465134569,0.534865431,13,0,0,576175,0.600241246,2
2024,Michigan,13,Shri Thanedar,220788,Martell D. Bivings,78917,299705,0,0.736684406,0.263315594,1,0.473368813,0.526631187,13,0,0,578888,0.517725363,2
2024,Minnesota,1,Rachel Bohman,156375,Brad Finstad,220929,377304,0,0.414453597,0.585546403,0,0.171092806,0.828907194,8,0,0,555271,0.679495237,4
2024,Minnesota,2,Angie Craig,231751,Joe Teirab,175621,407372,0,0.568892806,0.431107194,1,0.137785611,0.862214389,8,0,0,556761,0.731681996,4
2024,Minnesota,3,Kelly Morrison,240209,Tad Jude,170427,410636,0,0.584968196,0.415031804,1,0.169936391,0.830063609,8,0,1,537130,0.764500214,4
2024,Minnesota,4,Betty McCollum,242802,May Lor Xiong,117618,360420,0,0.673664059,0.326335941,1,0.347328117,0.652671883,8,0,0,539350,0.668248818,4
2024,Minnesota,5,Ilhan Omar,261066,Dalia Al-Aqidi,86213,347279,0,0.751747154,0.248252846,1,0.503494309,0.496505691,8,0,0,565283,0.614345381,4
2024,Minnesota,6,Jeanne Hendricks,155836,Tom Emmer,260095,415931,0,0.374667914,0.625332086,0,0.250664173,0.749335827,8,0,0,557843,0.745605843,4
2024,Minnesota,7,A J “John” Peters,114979,Michelle Fischbach,275098,390077,0,0.294759753,0.705240247,0,0.410480495,0.589519505,8,0,0,551447,0.707369883,4
2024,Minnesota,8,Jen Schultz,176724,Pete Stauber,244498,421222,0,0.419550736,0.580449264,0,0.160898529,0.839101471,8,0,0,579855,0.726426434,4
2024,Mississippi,1,Dianne Dodson Black,96697,Trent Kelly,223589,320286,0,0.301908294,0.698091706,0,0.396183411,0.603816589,4,0,0,573485,0.558490632,6
2024,Mississippi,2,Bennie G. Thompson,177885,Ron Eller,108956,286841,0,0.620151931,0.379848069,1,0.240303862,0.759696138,4,0,0,540018,0.531169331,6
2024,Mississippi,3,,0.25,Michael Guest,0.75,1,1,0.25,0.75,0,0.5,0.5,4,0,0,569369,1.75633E-06,6
2024,Mississippi,4,Craig Elliot Raybon,75771,Mike Ezell,215095,290866,0,0.260501399,0.739498601,0,0.478997201,0.521002799,4,0,0,581584,0.500127239,6
2024,Missouri,1,Wesley Bell,233312,Andrew Jones,56453,289765,0,0.805176609,0.194823391,1,0.610353217,0.389646783,8,0,1,588453,0.492418256,6
2024,Missouri,2,Ray Hartmann,182056,Ann Wagner,233444,415500,0,0.438161252,0.561838748,0,0.123677497,0.876322503,8,0,0,596955,0.696032364,6
2024,Missouri,3,Bethany E. Mann,138532,Bob Onder,240620,379152,0,0.365373254,0.634626746,0,0.269253492,0.730746508,8,0,1,619448,0.612080433,6
2024,Missouri,4,Jeanette Cass,96568,Mark Alford,259886,356454,0,0.270912937,0.729087063,0,0.458174126,0.541825874,8,0,0,607064,0.58717697,6
2024,Missouri,5,Emanuel Cleaver,199900,Sean E. Smith,120957,320857,0,0.623018977,0.376981023,1,0.246037955,0.753962045,8,0,0,591104,0.542809726,6
2024,Missouri,6,Pam May,100999,Sam Graves,265210,366209,0,0.275796062,0.724203938,0,0.448407876,0.551592124,8,0,0,605510,0.604794306,6
2024,Missouri,7,Missi Hesketh,96655,Eric Burlison,263231,359886,0,0.268571159,0.731428841,0,0.462857683,0.537142317,8,0,0,613541,0.586572047,6
2024,Missouri,8,Randi McCallian,77649,Jason Smith,271249,348898,0,0.222555016,0.777444984,0,0.554889968,0.445110032,8,0,0,602742,0.578851316,6
2024,Montana,1,Monica Tranel,143783,Ryan K. Zinke,168529,312312,0,0.460382566,0.539617434,0,0.079234868,0.920765132,2,0,0,464680,0.672101231,3
2024,Montana,2,John B. Driscoll,93713,Troy Downing,181832,275545,0,0.340100528,0.659899472,0,0.319798944,0.680201056,2,0,1,432570,0.636995168,3
2024,Nebraska,1,Carol Blood,124498,Mike Flood,187559,312057,0,0.398959165,0.601040835,0,0.202081671,0.797918329,3,0,0,506785,0.615758162,6
2024,Nebraska,2,Tony Vargas,154369,Don Bacon,160198,314567,0,0.490734883,0.509265117,0,0.018530234,0.981469766,3,0,0,494492,0.636141737,6
2024,Nebraska,3,Daniel Ebers,59287,Adrian Smith,243481,302768,0,0.195816599,0.804183401,0,0.608366802,0.391633198,3,0,0,498508,0.607348327,6
2024,Nevada,1,Dina Titus,167885,Mark Robertson,143650,311535,0,0.538896111,0.461103889,1,0.077792222,0.922207778,4,0,0,614564,0.506920353,5
2024,Nevada,2,,0.25,Mark E. Amodei,0.75,1,1,0.25,0.75,0,0.5,0.5,4,0,0,631139,1.58444E-06,5
2024,Nevada,3,Susie Lee,191304,Drew Johnson,181084,372388,0,0.513722247,0.486277753,1,0.027444493,0.972555507,4,0,0,639145,0.582634613,5
2024,Nevada,4,Steven Horsford,174926,John Lee,148061,322987,0,0.541588361,0.458411639,1,0.083176722,0.916823278,4,0,0,624812,0.516934694,5
2024,New Hampshire,1,Chris Pappas,218577,Russell Prescott,185936,404513,0,0.540346046,0.459653954,1,0.080692091,0.919307909,2,0,0,578084,0.699747788,4
2024,New Hampshire,2,Maggie Goodlander,211641,Lily Tang Williams,187810,399451,0,0.529829691,0.470170309,1,0.059659383,0.940340617,2,0,1,573255,0.696812064,4
2024,New Jersey,1,Donald Norcross,208808,Theodore “Teddy” Liddell,144390,353198,0,0.591192476,0.408807524,1,0.182384951,0.817615049,12,0,0,611326,0.577757203,3
2024,New Jersey,2,Joseph F. Salerno,153117,Jefferson Van Drew,215946,369063,0,0.414880386,0.585119614,0,0.170239227,0.829760773,12,0,0,623295,0.592116093,3
2024,New Jersey,3,Herb Conaway,202034,Rajesh Mohan,169454,371488,0,0.543850676,0.456149324,1,0.087701352,0.912298648,12,0,1,614240,0.604792915,3
2024,New Jersey,4,Matthew Jenkins,124803,Christopher H. Smith,265652,390455,0,0.319634785,0.680365215,0,0.36073043,0.63926957,12,0,0,595249,0.655952383,3
2024,New Jersey,5,Josh Gottheimer,208359,Mary Jo Guinchard,165287,373646,0,0.557637443,0.442362557,1,0.115274886,0.884725114,12,0,0,611381,0.611150821,3
2024,New Jersey,6,"Frank Pallone, Jr.",170275,Scott Fegler,122519,292794,0,0.581552218,0.418447782,1,0.163104435,0.836895565,12,0,0,613296,0.477410582,3
2024,New Jersey,7,Sue Altman,200025,"Thomas H. Kean, Jr.",233331,433356,0,0.46157201,0.53842799,0,0.07685598,0.92314402,12,0,0,617606,0.701670644,3
2024,New Jersey,8,Robert Menendez,116434,Anthony Valdes,68152,184586,0,0.630784567,0.369215433,1,0.261569133,0.738430867,12,0,0,592870,0.311343127,3
2024,New Jersey,9,Nellie Pou,130514,Billy Prempeh,117939,248453,0,0.525306597,0.474693403,1,0.050613194,0.949386806,12,0,1,595032,0.417545611,3
2024,New Jersey,10,LaMonica McIver,182020,Carmen Bucco,54405,236425,0,0.769884741,0.230115259,1,0.539769483,0.460230517,12,0,0,596128,0.396601066,3
2024,New Jersey,11,Mikie Sherrill,222583,Joseph Belnome,164556,387139,0,0.574943367,0.425056633,1,0.149886733,0.850113267,12,0,0,611052,0.633561464,3
2024,New Jersey,12,Bonnie Watson Coleman,196871,Darius Mayfield,117222,314093,0,0.626792065,0.373207935,1,0.25358413,0.74641587,12,0,0,600201,0.523313023,3
2024,New Mexico,1,Melanie A. Stansbury,193203,Steve Jones,149546,342749,0,0.563686546,0.436313454,1,0.127373092,0.872626908,3,0,0,572988,0.598178321,5
2024,New Mexico,2,Gabe Vasquez,138177,Yvette Herrell,127145,265322,0,0.520789833,0.479210167,1,0.041579665,0.958420335,3,0,0,550034,0.482373817,5
2024,New Mexico,3,Teresa Leger Fernandez,162342,Sharon E. Clahchischilliage,126085,288427,0,0.562852992,0.437147008,1,0.125705985,0.874294015,3,0,0,542791,0.531377639,5
2024,New York,1,John P. Avlon,183540,Nick LaLota,226285,409825,0,0.447849692,0.552150308,0,0.104300616,0.895699384,26,0,0,631915,0.648544504,5
2024,New York,2,Rob Lubin,136371,Andrew R. Garbarino,202597,338968,0,0.402312313,0.597687687,0,0.195375375,0.804624625,26,0,0,602170,0.562910806,5
2024,New York,3,Thomas R. Suozzi,187651,"Michael J. LiPetri, Jr.",174693,362344,0,0.517880798,0.482119202,1,0.035761597,0.964238403,26,0,0,609863,0.594139995,5
2024,New York,4,Laura A. Gillen,191760,Anthony D’Esposito,183157,374917,0,0.511473206,0.488526794,1,0.022946412,0.977053588,26,1,0,598414,0.626517762,5
2024,New York,5,Gregory W. Meeks,168425,Paul King,62529,230954,0,0.729257774,0.270742226,1,0.458515549,0.541484451,26,0,0,582755,0.39631406,5
2024,New York,6,Grace Meng,120205,Thomas J. Zmich,74559,194764,0,0.617182847,0.382817153,1,0.234365694,0.765634306,26,0,0,568182,0.34278453,5
2024,New York,7,Nydia M. Velázquez,172795,Bill Kregler,48435,221230,0,0.781064955,0.218935045,1,0.56212991,0.43787009,26,0,0,585874,0.377606789,5
2024,New York,8,Hakeem S. Jeffries,168036,John J. Delaney,54863,222899,0,0.753866101,0.246133899,1,0.507732202,0.492267798,26,0,0,579128,0.384887279,5
2024,New York,9,Yvette D. Clarke,173207,Menachem M. Raitport,60064,233271,0,0.742514072,0.257485928,1,0.485028143,0.514971857,26,0,0,562939,0.414380599,5
2024,New York,10,Daniel S. Goldman,206206,Alexander Dodenhoff,37555,243761,0,0.845935158,0.154064842,1,0.691870316,0.308129684,26,0,0,586920,0.415322361,5
2024,New York,11,Andrea S. Morse,93586,Nicole Malliotakis,167099,260685,0,0.359000326,0.640999674,0,0.281999348,0.718000652,26,0,0,592088,0.440280837,5
2024,New York,12,Jerrold Nadler,260165,Michael K. Zumbluskas,62989,323154,0,0.80508055,0.19491945,1,0.6101611,0.3898389,26,0,0,641764,0.503540242,5
2024,New York,13,Adriano Espaillat,181800,Ruben D. Vargas,35822,217622,0,0.83539348,0.16460652,1,0.670786961,0.329213039,26,0,0,599197,0.363189402,5
2024,New York,14,Alexandria Ocasio-Cortez,132714,Tina Forte,59078,191792,0,0.691968382,0.308031618,1,0.383936765,0.616063235,26,0,0,580948,0.33013626,5
2024,New York,15,Ritchie Torres,130392,Gonzalo Duran,36010,166402,0,0.783596351,0.216403649,1,0.567192702,0.432807298,26,0,0,537547,0.309558048,5
2024,New York,16,George S. Latimer,217668,Miriam Levitt Flisser,86408,304076,0,0.715834199,0.284165801,1,0.431668399,0.568331601,26,0,1,614125,0.495136984,5
2024,New York,17,Mondaire L. Jones,173899,Michael Lawler,197845,371744,0,0.467792352,0.532207648,0,0.064415297,0.935584703,26,0,0,583826,0.636737658,5
2024,New York,18,Patrick Ryan,207106,Alison Esposito,155129,362235,0,0.571744862,0.428255138,1,0.143489724,0.856510276,26,0,0,608703,0.595093174,5
2024,New York,19,Josh Riley,192647,Marcus J. Molinaro,184290,376937,0,0.511085407,0.488914593,1,0.022170814,0.977829186,26,1,0,641617,0.587479758,5
2024,New York,20,Paul Tonko,221997,Kevin M. Waltz,141151,363148,0,0.611312743,0.388687257,1,0.222625486,0.777374514,26,0,0,632538,0.574112543,5
2024,New York,21,Paula Collins,132447,Elise M. Stefanik,215996,348443,0,0.380110951,0.619889049,0,0.239778099,0.760221901,26,0,0,622739,0.559532966,5
2024,New York,22,John W. Mannion,194450,Brandon Williams,161939,356389,0,0.545611677,0.454388323,1,0.091223354,0.908776646,26,1,0,604045,0.590004056,5
2024,New York,23,Thomas A. Carle,128397,Nicholas A. Langworthy,246969,375366,0,0.342058151,0.657941849,0,0.315883698,0.684116302,26,0,0,605635,0.619789147,5
2024,New York,24,David Wagenhauser,123317,Claudia Tenney,235867,359184,0,0.343325427,0.656674573,0,0.313349147,0.686650853,26,0,0,615302,0.583752369,5
2024,New York,25,Joseph D. Morelle,219175,Gregg A. Sadwick,141195,360370,0,0.608194356,0.391805644,1,0.216388712,0.783611288,26,0,0,611302,0.589512221,5
2024,New York,26,Timothy M. Kennedy,209131,Anthony G. Marecki,111772,320903,0,0.651695372,0.348304628,1,0.303390744,0.696609256,26,0,0,620931,0.516809436,5
2024,North Carolina,1,Donald G. Davis,186341,Laurie Buckhout,180034,366375,0,0.508607301,0.491392699,1,0.017214603,0.982785397,14,0,0,586136,0.625068244,6
2024,North Carolina,2,Deborah K. Ross,268662,Alan D. Swain,128164,396826,0,0.677027211,0.322972789,1,0.354054422,0.645945578,14,0,0,612201,0.648195609,6
2024,North Carolina,3,,0.25,Gregory F. Murphy,0.75,1,1,0.25,0.75,0,0.5,0.5,14,0,0,604817,1.65339E-06,6
2024,North Carolina,4,Valerie P. Foushee,308064,Eric Blankenburg,112084,420148,0,0.733227339,0.266772661,1,0.466454678,0.533545322,14,0,0,614246,0.684006082,6
2024,North Carolina,5,Chuck Hubbard,162390,Virginia Foxx,238304,400694,0,0.405271853,0.594728147,0,0.189456293,0.810543707,14,1,0,598534,0.669459045,6
